CaseNumber,IUCR,Description,LocationDescription,Arrest,District,CommunityArea,UpdatedOn,Latitude,Longitude,Date,Time,Year,Month,Day
JG210154,460.0,SIMPLE,APARTMENT,0,3,69,2023-08-19 15:40:26,41.7791,-87.6156,2023-04-02,17:00:00,2023,4,2
JG210135,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,71,2023-08-19 15:40:26,41.7519,-87.6429,2023-04-03,23:30:00,2023,4,3
JG210253,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,68,2023-08-19 15:40:26,41.794,-87.6433,2023-04-04,04:48:00,2023,4,4
JG210394,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,24,1,2023-08-19 15:40:26,42.0128,-87.6645,2023-04-04,09:11:00,2023,4,4
JG210701,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,35,2023-08-19 15:40:26,41.8414,-87.6269,2023-04-03,12:19:00,2023,4,3
JG210584,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,6,44,2023-08-19 15:40:26,41.7432,-87.6147,2023-04-04,11:52:00,2023,4,4
JG210709,460.0,SIMPLE,RESIDENCE,0,8,66,2023-08-19 15:40:26,41.7747,-87.7006,2023-04-04,11:30:00,2023,4,4
JG210682,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,SIDEWALK,0,7,69,2023-08-19 15:40:26,41.7703,-87.6283,2023-04-02,09:45:00,2023,4,2
JG210857,460.0,SIMPLE,APARTMENT,0,4,46,2023-08-19 15:40:26,41.7513,-87.5626,2023-04-04,14:36:00,2023,4,4
JG210917,460.0,SIMPLE,CTA TRAIN,0,1,32,2023-08-19 15:40:26,41.8816,-87.6278,2023-04-04,15:50:00,2023,4,4
JG211113,460.0,SIMPLE,BAR OR TAVERN,0,9,60,2023-08-19 15:40:26,41.8356,-87.6462,2023-04-02,03:00:00,2023,4,2
JG211215,460.0,SIMPLE,STREET,0,24,1,2023-08-19 15:40:26,42.0198,-87.6647,2023-04-04,18:50:00,2023,4,4
JG211090,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,1,7,67,2023-08-19 15:40:26,41.7804,-87.6691,2023-04-04,17:28:00,2023,4,4
JG210854,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,26,2023-08-19 15:40:26,41.8797,-87.7292,2023-04-04,14:32:00,2023,4,4
JG208822,460.0,SIMPLE,AIRPORT TERMINAL UPPER LEVEL - NON - SECURE AREA,0,16,76,2023-08-19 15:40:26,41.9749,-87.8904,2023-04-02,20:30:00,2023,4,2
JG210750,460.0,SIMPLE,STREET,0,3,69,2023-08-19 15:40:26,41.7735,-87.6155,2023-03-31,14:00:00,2023,3,31
JG211278,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,24,2,2023-08-19 15:40:26,41.9986,-87.6887,2023-04-04,19:55:00,2023,4,4
JG211327,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2023-08-19 15:40:26,41.8785,-87.7681,2023-04-04,22:30:00,2023,4,4
JG211049,460.0,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0,8,62,2023-08-19 15:40:26,41.7993,-87.7233,2023-04-04,16:46:00,2023,4,4
JG209070,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,26,2023-08-19 15:40:26,41.8708,-87.7214,2023-04-03,06:14:00,2023,4,3
JG211467,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,2,40,2023-08-19 15:40:26,41.7944,-87.6188,2023-04-05,00:00:00,2023,4,5
JG211409,486.0,DOMESTIC BATTERY SIMPLE,ALLEY,0,11,29,2023-08-19 15:40:26,41.8674,-87.7301,2023-04-05,00:49:00,2023,4,5
JG211493,460.0,SIMPLE,APARTMENT,0,25,23,2023-08-19 15:40:26,41.9027,-87.7207,2023-04-05,05:17:00,2023,4,5
JG211498,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,19,6,2023-08-19 15:40:26,41.9351,-87.6418,2023-01-19,05:00:00,2023,1,19
JG210785,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,28,2023-08-19 15:40:26,41.8701,-87.6568,2023-04-04,13:58:00,2023,4,4
JG211582,460.0,SIMPLE,RESTAURANT,0,11,23,2023-08-19 15:40:26,41.8955,-87.7069,2023-04-04,17:00:00,2023,4,4
JG211580,460.0,SIMPLE,SIDEWALK,1,1,32,2023-08-19 15:40:26,41.8834,-87.6324,2023-04-05,07:51:00,2023,4,5
JG211741,460.0,SIMPLE,STREET,0,7,68,2023-08-19 15:40:26,41.779,-87.6545,2023-03-31,16:00:00,2023,3,31
JG211721,460.0,SIMPLE,DEPARTMENT STORE,0,6,71,2023-08-19 15:40:26,41.7558,-87.6625,2023-04-05,10:16:00,2023,4,5
JG211925,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,8,70,2023-08-19 15:40:26,41.7483,-87.6791,2023-04-05,12:00:00,2023,4,5
JG211801,460.0,SIMPLE,GROCERY FOOD STORE,0,11,28,2023-08-19 15:40:26,41.8713,-87.6862,2023-04-05,11:00:00,2023,4,5
JG211840,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,5,49,2023-08-19 15:40:26,41.7122,-87.6127,2023-04-05,11:20:00,2023,4,5
JG207198,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,4,43,2023-08-19 15:40:26,41.7545,-87.5639,2023-04-01,13:00:00,2023,4,1
JG199882,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,6,44,2023-08-19 15:40:26,41.7447,-87.6291,2023-03-26,15:00:00,2023,3,26
JG211239,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,4,43,2023-08-19 15:40:26,41.7586,-87.5574,2023-04-04,13:30:00,2023,4,4
JG212095,460.0,SIMPLE,RESTAURANT,0,7,68,2023-08-19 15:40:26,41.7942,-87.6323,2023-04-05,14:50:00,2023,4,5
JG212084,460.0,SIMPLE,OTHER (SPECIFY),0,3,69,2023-08-19 15:40:26,41.7656,-87.6196,2023-04-03,15:30:00,2023,4,3
JG212188,460.0,SIMPLE,AUTO / BOAT / RV DEALERSHIP,0,12,24,2023-08-19 15:40:26,41.8994,-87.6566,2023-04-05,11:45:00,2023,4,5
JG212194,460.0,SIMPLE,HOTEL / MOTEL,0,18,8,2023-08-19 15:40:26,41.8976,-87.6232,2023-03-09,17:00:00,2023,3,9
JG212474,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,71,2023-08-19 15:40:26,41.7521,-87.6663,2023-04-05,20:23:00,2023,4,5
JG212574,460.0,SIMPLE,GAS STATION,0,7,67,2023-08-19 15:40:26,41.7721,-87.6742,2023-04-05,20:17:00,2023,4,5
JG212657,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,8,57,2023-08-19 15:40:26,41.8078,-87.7277,2023-04-06,01:54:00,2023,4,6
JG212577,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,8,62,2023-08-19 15:40:26,41.7868,-87.7243,2023-04-05,22:56:00,2023,4,5
JG212680,460.0,SIMPLE,STREET,1,3,69,2023-08-19 15:40:26,41.7685,-87.6141,2023-04-06,02:21:00,2023,4,6
JG212608,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,0,4,51,2023-08-19 15:40:26,41.7027,-87.5648,2023-04-05,22:40:00,2023,4,5
JG212706,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,6,44,2023-08-19 15:40:26,41.7448,-87.6099,2023-04-06,05:10:00,2023,4,6
JG212863,460.0,SIMPLE,RESIDENCE,0,4,51,2023-08-19 15:40:26,41.7144,-87.5646,2023-04-06,08:57:00,2023,4,6
JG212786,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2023-08-19 15:40:26,41.8673,-87.7734,2023-04-06,04:00:00,2023,4,6
JG213032,460.0,SIMPLE,PARK PROPERTY,1,4,43,2023-06-22 15:50:00,0.0,0.0,2022-07-05,21:00:00,2022,7,5
JG212986,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,5,53,2023-08-19 15:40:26,41.678,-87.6267,2023-04-02,09:00:00,2023,4,2
JG213065,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,10,29,2023-08-19 15:40:26,41.8588,-87.7306,2023-04-05,13:45:00,2023,4,5
JG213010,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,19,6,2023-08-19 15:40:26,41.9512,-87.6503,2023-04-06,11:40:00,2023,4,6
JG212967,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,5,53,2023-08-19 15:40:26,41.6698,-87.638,2023-04-06,04:00:00,2023,4,6
JG213001,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,14,23,2023-08-19 15:40:26,41.9046,-87.7125,2023-04-06,11:15:00,2023,4,6
JG213187,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,19,6,2023-08-19 15:40:26,41.9433,-87.6432,2023-04-06,13:45:00,2023,4,6
JG213239,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,14,24,2023-08-19 15:40:26,41.9107,-87.697,2023-04-06,14:45:00,2023,4,6
JG213296,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,14,22,2023-08-19 15:40:26,41.9191,-87.7142,2023-04-06,15:22:00,2023,4,6
JG213215,460.0,SIMPLE,RESTAURANT,0,18,8,2023-08-19 15:40:26,41.8917,-87.6285,2023-03-27,14:52:00,2023,3,27
JG213228,460.0,SIMPLE,STREET,0,9,61,2023-08-19 15:40:26,41.8078,-87.6759,2023-04-06,15:01:00,2023,4,6
JG213390,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,1,25,25,2023-08-19 15:40:26,41.9098,-87.774,2023-04-06,16:32:00,2023,4,6
JG213449,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,7,67,2023-08-19 15:40:26,41.7894,-87.6657,2023-04-06,17:26:00,2023,4,6
JG213513,454.0,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,1,7,68,2023-08-19 15:40:26,41.7899,-87.6426,2023-04-06,17:19:00,2023,4,6
JG213696,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,VEHICLE NON - COMMERCIAL,0,15,25,2023-04-07 15:40:33,0.0,0.0,2022-04-06,22:15:00,2022,4,6
JG213665,454.0,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,1,11,26,2023-08-19 15:40:26,41.8761,-87.7293,2023-04-06,20:47:00,2023,4,6
JG213830,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,7,68,2023-08-19 15:40:26,41.7916,-87.6427,2023-04-07,02:05:00,2023,4,7
JG213807,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,4,43,2023-08-19 15:40:26,41.7528,-87.5638,2023-04-07,01:00:00,2023,4,7
JG213851,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,2,39,2023-08-19 15:40:26,41.8071,-87.5864,2023-04-07,03:20:00,2023,4,7
JG213730,460.0,SIMPLE,GAS STATION,0,22,73,2023-08-19 15:40:26,41.7069,-87.6494,2023-04-06,22:43:00,2023,4,6
JG213701,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,0,11,23,2023-08-19 15:40:26,41.8924,-87.7199,2023-04-06,21:45:00,2023,4,6
JG213835,486.0,DOMESTIC BATTERY SIMPLE,CTA TRAIN,1,12,28,2023-08-19 15:40:26,41.8857,-87.6417,2023-04-07,01:50:00,2023,4,7
JG213879,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,24,2,2023-08-19 15:40:26,41.9998,-87.6839,2023-04-07,05:08:00,2023,4,7
JG213222,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,5,53,2023-08-19 15:40:26,41.6828,-87.6449,2023-04-06,14:47:00,2023,4,6
JG213645,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,43,2023-08-19 15:40:26,41.7734,-87.5833,2023-04-06,20:19:00,2023,4,6
JG213998,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,2,39,2023-08-19 15:40:26,41.8025,-87.6064,2023-04-07,08:52:00,2023,4,7
JG214100,460.0,SIMPLE,BAR OR TAVERN,0,6,71,2023-08-19 15:40:26,41.7441,-87.6633,2023-04-05,20:00:00,2023,4,5
JG214021,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,10,29,2023-08-19 15:40:26,41.8545,-87.7236,2023-04-07,09:20:00,2023,4,7
JG214006,460.0,SIMPLE,APARTMENT,0,3,43,2023-08-19 15:40:26,41.7617,-87.5648,2023-04-07,08:35:00,2023,4,7
JG214136,460.0,SIMPLE,RESIDENCE,1,4,45,2024-01-21 15:40:25,41.7382,-87.5903,2023-01-25,15:00:00,2023,1,25
JG214128,486.0,DOMESTIC BATTERY SIMPLE,VEHICLE NON - COMMERCIAL,0,1,33,2023-12-09 15:41:24,41.8576,-87.6166,2023-04-07,10:37:00,2023,4,7
JG214158,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,8,66,2023-08-19 15:40:26,41.7772,-87.7024,2023-04-07,11:00:00,2023,4,7
JG214105,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,7,68,2023-08-19 15:40:26,41.7734,-87.6407,2023-04-07,10:50:00,2023,4,7
JG214204,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,69,2023-08-19 15:40:26,41.7759,-87.6155,2023-04-07,12:10:00,2023,4,7
JG214186,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,2,36,2023-08-19 15:40:26,41.8253,-87.6068,2023-04-06,23:30:00,2023,4,6
JG214157,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,0,4,43,2023-08-19 15:40:26,41.7531,-87.5638,2023-04-07,09:30:00,2023,4,7
JG213576,460.0,SIMPLE,SIDEWALK,0,19,5,2023-08-19 15:40:26,41.946,-87.6745,2023-04-06,19:12:00,2023,4,6
JG214474,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,19,7,2023-08-19 15:40:26,41.9309,-87.6408,2023-01-12,08:00:00,2023,1,12
JG214665,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,0,2,39,2023-08-19 15:40:26,41.8107,-87.6039,2023-04-07,18:40:00,2023,4,7
JG214594,460.0,SIMPLE,SIDEWALK,0,25,18,2023-08-19 15:40:26,41.9318,-87.7918,2023-04-07,17:36:00,2023,4,7
JG214384,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,8,65,2023-08-19 15:40:26,41.7742,-87.7162,2023-04-07,14:31:00,2023,4,7
JG214311,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,9,59,2023-08-19 15:40:26,41.8303,-87.6831,2023-04-07,13:30:00,2023,4,7
JG214608,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,1,15,25,2023-08-19 15:40:26,41.8917,-87.7605,2023-04-07,17:30:00,2023,4,7
JG212417,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,9,34,2023-08-19 15:40:26,41.8309,-87.6355,2023-04-05,19:09:00,2023,4,5
JG214698,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,27,2023-08-19 15:40:26,41.8723,-87.7059,2023-04-07,20:05:00,2023,4,7
JG214624,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,1,20,77,2023-08-19 15:40:26,41.9843,-87.6601,2023-04-07,18:30:00,2023,4,7
JG214725,495.0,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,1,15,25,2023-08-19 15:40:26,41.8881,-87.7604,2023-04-07,20:00:00,2023,4,7
JG214855,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESTAURANT,0,6,69,2023-08-19 15:40:26,41.7522,-87.6052,2023-04-07,21:28:00,2023,4,7
JG214801,460.0,SIMPLE,SIDEWALK,0,6,44,2023-08-19 15:40:26,41.7509,-87.6027,2023-04-07,22:15:00,2023,4,7
JG214955,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,14,24,2023-08-19 15:40:26,41.9072,-87.6884,2023-04-08,02:09:00,2023,4,8
JG214970,460.0,SIMPLE,APARTMENT,1,15,25,2023-08-19 15:40:26,41.8798,-87.773,2023-04-08,02:25:00,2023,4,8
JG214874,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,14,22,2023-08-19 15:40:26,41.931,-87.6891,2023-04-07,23:26:00,2023,4,7
JG214934,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,BAR OR TAVERN,0,12,31,2023-08-19 15:40:26,41.859,-87.6602,2023-04-08,01:20:00,2023,4,8
JG215010,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,4,46,2023-08-19 15:40:26,41.7363,-87.5597,2023-04-08,04:20:00,2023,4,8
JG215003,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,14,23,2023-08-19 15:40:26,41.9046,-87.7106,2023-04-08,02:43:00,2023,4,8
JG214978,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,4,46,2023-08-19 15:40:26,41.7386,-87.5502,2023-04-08,02:20:00,2023,4,8
JG212948,460.0,SIMPLE,RESIDENCE - PORCH / HALLWAY,0,4,46,2023-08-19 15:40:26,41.7456,-87.5625,2023-04-06,10:30:00,2023,4,6
JG215204,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,3,43,2023-08-19 15:40:26,41.7637,-87.5654,2023-03-27,01:00:00,2023,3,27
JG214050,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,0,3,42,2023-08-19 15:40:26,41.7804,-87.6038,2023-04-07,09:20:00,2023,4,7
JG215209,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,0,22,71,2023-08-19 15:40:26,41.7334,-87.6484,2023-04-08,08:30:00,2023,4,8
JG215284,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,27,2023-08-19 15:40:26,41.8729,-87.6968,2023-04-08,10:45:00,2023,4,8
JG215121,460.0,SIMPLE,RESIDENCE,0,6,69,2023-08-19 15:40:26,41.7571,-87.6357,2023-04-07,04:00:00,2023,4,7
JG215263,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,0,16,15,2023-08-19 15:40:26,41.9459,-87.7679,2023-04-08,11:20:00,2023,4,8
JG215384,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,46,2023-08-19 15:40:26,41.7363,-87.5597,2023-04-08,11:00:00,2023,4,8
JG215581,460.0,SIMPLE,CTA BUS,0,2,36,2023-08-19 15:40:26,41.8239,-87.6095,2023-04-08,15:59:00,2023,4,8
JG215672,486.0,DOMESTIC BATTERY SIMPLE,POLICE FACILITY / VEHICLE PARKING LOT,0,14,22,2023-08-19 15:40:26,41.921,-87.6973,2023-04-08,17:20:00,2023,4,8
JG215673,460.0,SIMPLE,STREET,1,18,8,2023-08-19 15:40:26,41.8951,-87.6243,2023-04-08,16:20:00,2023,4,8
JG215749,460.0,SIMPLE,RESIDENCE - GARAGE,0,17,16,2023-08-19 15:40:26,41.9561,-87.7293,2023-04-08,16:00:00,2023,4,8
JG215733,495.0,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,0,2,36,2023-08-19 15:40:26,41.8231,-87.6027,2023-04-08,18:00:00,2023,4,8
JG215799,460.0,SIMPLE,NURSING / RETIREMENT HOME,0,14,22,2023-08-19 15:40:26,41.9225,-87.7071,2023-04-08,18:15:00,2023,4,8
JG212154,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,0,8,66,2023-11-29 15:40:22,41.7844,-87.7025,2023-04-05,15:20:00,2023,4,5
JG215652,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,4,46,2023-08-19 15:40:26,41.7329,-87.5444,2023-04-08,16:20:00,2023,4,8
JG215772,486.0,DOMESTIC BATTERY SIMPLE,VEHICLE NON - COMMERCIAL,0,1,33,2023-08-19 15:40:26,41.8598,-87.6208,2023-04-08,17:57:00,2023,4,8
JG215906,460.0,SIMPLE,AIRPORT PARKING LOT,0,8,56,2023-08-19 15:40:26,41.7908,-87.7399,2023-04-08,21:15:00,2023,4,8
JG216048,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,1,7,67,2023-08-19 15:40:26,41.7914,-87.6767,2023-04-09,00:30:00,2023,4,9
JG215988,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,43,2023-08-19 15:40:26,41.7549,-87.5627,2023-04-08,00:00:00,2023,4,8
JG216012,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,15,25,2023-08-19 15:40:26,41.8821,-87.7724,2023-04-08,23:50:00,2023,4,8
JG216091,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,9,61,2023-08-19 15:40:26,41.8059,-87.66,2023-04-09,01:35:00,2023,4,9
JG216052,486.0,DOMESTIC BATTERY SIMPLE,CTA STATION,0,19,6,2023-08-19 15:40:26,41.9327,-87.653,2023-04-09,00:39:00,2023,4,9
JG215986,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,24,2,2023-08-19 15:40:26,42.0087,-87.6888,2023-04-08,23:00:00,2023,4,8
JG216107,460.0,SIMPLE,STREET,0,25,19,2023-08-19 15:40:26,41.9387,-87.7577,2023-04-09,02:24:00,2023,4,9
JG216067,460.0,SIMPLE,STREET,1,1,33,2023-08-19 15:40:26,41.852,-87.6238,2023-04-09,01:20:00,2023,4,9
JG216097,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,2,35,2023-08-19 15:40:26,41.8251,-87.6123,2023-04-09,01:53:00,2023,4,9
JG215949,460.0,SIMPLE,APARTMENT,0,10,29,2023-08-19 15:40:26,41.8629,-87.7157,2023-04-08,20:00:00,2023,4,8
JG216127,460.0,SIMPLE,STREET,0,5,53,2023-08-19 15:40:26,41.6803,-87.659,2023-04-08,22:25:00,2023,4,8
JG216172,486.0,DOMESTIC BATTERY SIMPLE,DRIVEWAY - RESIDENTIAL,0,19,6,2023-08-19 15:40:26,41.9539,-87.6451,2023-04-09,04:22:00,2023,4,9
JG216194,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,2,39,2023-08-19 15:40:26,41.8126,-87.5957,2023-04-09,04:57:00,2023,4,9
JG216183,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,1,10,30,2023-08-19 15:40:26,41.8435,-87.7087,2023-04-09,04:39:00,2023,4,9
JG216297,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,10,29,2023-08-19 15:40:26,41.8635,-87.7288,2023-04-09,08:30:00,2023,4,9
JG216300,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,6,49,2023-08-19 15:40:26,41.7235,-87.6299,2023-04-09,08:30:00,2023,4,9
JG216809,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,8,66,2023-08-19 15:40:26,41.7618,-87.6893,2023-04-09,16:20:00,2023,4,9
JG216624,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,24,2023-08-19 15:40:26,41.8933,-87.6565,2023-04-09,14:00:00,2023,4,9
JG216795,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,25,19,2023-08-19 15:40:26,41.926,-87.7573,2023-04-09,17:46:00,2023,4,9
JG216800,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,2,38,2023-08-19 15:40:26,41.8147,-87.6277,2023-04-09,17:40:00,2023,4,9
JG216117,486.0,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,0,1,32,2023-08-19 15:40:26,41.8716,-87.6242,2023-04-09,02:30:00,2023,4,9
JG216653,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,6,44,2023-08-19 15:40:26,41.7379,-87.6036,2023-04-09,13:54:00,2023,4,9
JG217008,460.0,SIMPLE,STREET,1,5,50,2023-08-19 15:40:26,41.7076,-87.594,2023-04-09,20:51:00,2023,4,9
JG217025,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,24,77,2023-08-19 15:40:26,41.9916,-87.6554,2023-04-09,22:10:00,2023,4,9
JG216789,460.0,SIMPLE,SIDEWALK,0,10,30,2023-08-19 15:40:26,41.8491,-87.7088,2023-04-09,15:22:00,2023,4,9
JG217067,460.0,SIMPLE,BAR OR TAVERN,1,20,4,2023-08-19 15:40:26,41.9789,-87.6926,2023-04-09,23:10:00,2023,4,9
JG217094,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,4,46,2023-08-19 15:40:26,41.7403,-87.5551,2023-04-10,00:03:00,2023,4,10
JG217158,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,15,25,2023-08-19 15:40:26,41.8804,-87.7508,2023-04-09,21:00:00,2023,4,9
JG217138,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,55,2023-08-19 15:40:26,41.6514,-87.5273,2023-04-10,00:00:00,2023,4,10
JG217123,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,0,4,46,2023-08-19 15:40:26,41.7331,-87.5527,2023-04-10,00:13:00,2023,4,10
JG217171,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,15,25,2023-08-19 15:40:26,41.8793,-87.7635,2023-04-10,03:20:00,2023,4,10
JG217210,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,16,10,2023-08-19 15:40:26,41.9926,-87.7845,2023-04-10,05:50:00,2023,4,10
JG217212,460.0,SIMPLE,HOSPITAL BUILDING / GROUNDS,1,18,8,2023-08-19 15:40:26,41.895,-87.6215,2023-04-10,05:38:00,2023,4,10
JG217382,460.0,SIMPLE,RESTAURANT,0,24,77,2023-08-19 15:40:26,41.9973,-87.6605,2023-04-10,08:45:00,2023,4,10
JG217361,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,4,52,2023-08-19 15:40:26,41.7204,-87.5389,2023-04-10,08:34:00,2023,4,10
JG216594,486.0,DOMESTIC BATTERY SIMPLE,VEHICLE NON - COMMERCIAL,0,9,34,2023-08-19 15:40:26,41.8489,-87.6319,2023-04-09,14:00:00,2023,4,9
JG217372,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,1,16,15,2023-08-19 15:40:26,41.949,-87.757,2023-04-10,08:16:00,2023,4,10
JG217327,460.0,SIMPLE,BANK,0,1,32,2023-08-19 15:40:26,41.8806,-87.6277,2023-04-10,08:03:00,2023,4,10
JG217547,460.0,SIMPLE,RESTAURANT,0,6,71,2023-08-19 15:40:26,41.7478,-87.644,2023-03-24,19:30:00,2023,3,24
JG217312,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,0,4,46,2023-08-19 15:40:26,41.7279,-87.5512,2023-04-10,07:52:00,2023,4,10
JG217494,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,22,71,2023-08-19 15:40:26,41.735,-87.6497,2023-04-10,10:26:00,2023,4,10
